StartDate,EndDate,Duration,MTurkCode,Browser Meta Info-Browser,Browser Meta Info-Operating System,96 AW_1,96 AW_2,96 GL_1,96 GL_2,128 AW_1,128 AW_2,128 GL_1,128 GL_2,256 AW_1,256 AW_2,256 GL_1,256 GL_2,lossle AW_1,lossle AW_2,lossle GL_1,lossle GL_2,96 AW2_1,96 AW2_2,96 GL2_1,96 GL2_2,128 AW2_1,128 AW2_2,128 GL2_1,128 GL2_2,256 AW2_1,256 AW2_2,256 GL2_1,256 GL2_2,lossle AW2_1,lossle AW2_2,lossle GL2_1,lossle GL2_2,Fuel Text,Instruct 2,P2 C 96_1,P2 C 96_2,P2 C 256_1,P2 C 256_2,P2 C Loss_1,P2 C Loss_2,P2 T 96_1,P2 T 96_2,P2 T 256_1,P2 T 256_2,P2 T Loss_1,P2 T Loss_2,SpeakType,NormalUse,ListFreq,ListLoc,Age
2015-08-12 14:54:28,2015-08-12 15:03:22,8m 54s,325386079,Firefox,Macintosh,,,,,,,,,,,,,3,4,4,6,,,,,,,,,5,5,5,7,,,,,1,1,,,,,,,5,5,6,6,6,7,1,2,7,1,7
2015-08-12 13:38:40,2015-08-12 13:45:43,7m 3s,464591599,Firefox,Windows NT 10.0,,,,,,,,,6,5,6,5,,,,,,,,,,,,,6,6,6,6,,,,,1,1,6,5,6,6,6,7,,,,,,,1,2,7,1,3
2015-08-12 12:12:38,2015-08-12 12:17:57,5m 19s,592207274,Safari,Macintosh,,,,,6,3,7,5,,,,,,,,,,,,,,,,,,,,,7,6,7,7,1,1,5,6,6,7,6,7,,,,,,,4,1,7,4,4
2015-08-12 12:05:37,2015-08-12 12:10:43,5m 6s,680133898,Firefox,Windows NT 6.1,,,,,4,5,5,6,,,,,,,,,4,6,5,7,,,,,,,,,,,,,1,1,,,,,,,6,6,6,7,6,6,4,1,7,4,5
2015-08-12 00:09:16,2015-08-12 00:15:58,6m 42s,747216926,Firefox,Ubuntu,,,,,,,,,,,,,5,6,7,7,,,,,,,,,6,7,7,7,,,,,1,1,,,,,,,6,6,7,7,7,7,4,1,7,4,2
2015-08-12 00:00:36,2015-08-12 00:07:44,7m 8s,541197158,Mozilla,iPhone,,,,,,,,,6,5,6,6,,,,,,,,,6,5,6,6,,,,,,,,,1,1,,,,,,,6,4,6,4,6,4,7,1,7,1,2
2015-08-11 22:52:31,2015-08-11 22:58:22,5m 51s,890847175,Chrome,Windows NT 10.0,,,,,,,,,6,3,7,6,,,,,,,,,,,,,,,,,6,4,7,7,1,1,,,,,,,6,6,6,6,6,6,5,1,7,4,2
2015-08-11 22:19:59,2015-08-11 22:24:41,4m 42s,514856017,Chrome,Macintosh,,,,,3,6,6,5,,,,,,,,,3,3,6,6,,,,,,,,,,,,,1,1,6,3,6,6,4,4,,,,,,,6,1,7,4,2
2015-08-11 22:05:55,2015-08-11 22:12:53,6m 58s,488345535,Chrome,Macintosh,6,5,6,3,,,,,,,,,,,,,,,,,6,5,6,4,,,,,,,,,1,1,6,6,6,6,6,6,,,,,,,1,1,4,4,3
2015-08-11 21:36:16,2015-08-11 21:41:18,5m 2s,671721996,Firefox,Windows NT 10.0,,,,,,,,,2,3,7,6,,,,,,,,,,,,,,,,,2,5,7,7,1,1,,,,,,,6,5,6,5,6,6,1,2,7,3,5
2015-08-11 20:39:43,2015-08-11 20:44:02,4m 19s,928431492,Safari iPad,iPad,,,,,,,,,,,,,7,5,7,6,,,,,,,,,,,,,7,5,7,6,1,1,,,,,,,5,3,6,6,6,7,5,1,7,2,2
2015-08-11 20:21:38,2015-08-11 20:25:49,4m 11s,123198773,Chrome,Windows NT 10.0,,,,,6,6,7,7,,,,,,,,,,,,,6,6,7,7,,,,,,,,,1,1,6,7,7,7,7,7,,,,,,,1,1,5,4,2
2015-08-11 20:09:34,2015-08-11 20:13:46,4m 12s,144718026,Safari,Macintosh,,,,,5,5,5,6,,,,,,,,,,,,,,,,,5,5,5,6,,,,,1,1,,,,,,,5,4,6,6,6,5,1,1,6,4,2
2015-08-11 20:04:23,2015-08-11 20:11:18,6m 55s,255967982,Mozilla,iPhone,,,,,,,,,,,,,5,6,6,6,,,,,5,6,6,6,,,,,,,,,1,1,,,,,,,4,5,4,6,4,7,7,1,7,3,3
2015-08-11 19:46:56,2015-08-11 19:51:30,4m 34s,604895587,Firefox,Windows NT 6.2,6,3,5,4,,,,,,,,,,,,,,,,,6,5,5,3,,,,,,,,,1,1,,,,,,,5,4,5,5,5,5,6,1,7,2,2
2015-08-11 19:40:06,2015-08-11 19:45:39,5m 33s,305159014,Safari,Macintosh,4,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,7,1,1,4,3,4,6,4,6,,,,,,,1,2,7,4,3
2015-08-11 19:37:29,2015-08-11 19:43:03,5m 34s,279813089,Firefox,Windows NT 10.0,,,,,5,6,4,5,,,,,,,,,,,,,,,,,5,5,5,6,,,,,1,1,,,,,,,7,7,7,6,7,6,2,1,7,1,6
2015-08-11 19:34:52,2015-08-11 19:41:16,6m 24s,462516966,Mozilla,iPhone,,,,,4,3,5,5,,,,,,,,,5,6,6,6,,,,,,,,,,,,,1,1,5,4,4,5,5,6,,,,,,,7,1,7,1,3
2015-08-11 19:09:19,2015-08-11 19:14:02,4m 43s,949975650,Safari,Macintosh,,,,,,,,,7,6,7,6,,,,,,,,,7,6,7,6,,,,,,,,,1,1,7,5,7,6,7,7,,,,,,,4,1,7,1,3
2015-08-11 19:09:10,2015-08-11 19:15:40,6m 30s,461479023,Mozilla,iPhone,,,,,,,,,7,6,7,6,,,,,,,,,,,,,,,,,7,6,7,7,1,1,7,6,7,5,7,7,,,,,,,7,1,7,1,3
2015-08-11 17:15:45,2015-08-11 17:19:53,4m 8s,360802218,Chrome,Windows NT 6.3,5,5,6,6,,,,,,,,,,,,,,,,,,,,,3,6,5,5,,,,,1,1,,,,,,,5,6,5,6,7,7,1,1,4,4,2
2015-08-11 08:41:59,2015-08-11 09:10:12,28m 13s,135375641,Safari,Macintosh,,,,,5,6,6,6,,,,,,,,,,,,,5,6,6,6,,,,,,,,,1,1,,,,,,,5,3,5,6,5,6,4,1,7,3,3
2015-08-11 08:20:04,2015-08-11 08:26:32,6m 28s,657672353,Firefox,Windows NT 10.0,,,,,1,1,7,7,,,,,,,,,1,1,7,7,,,,,,,,,,,,,1,1,,,,,,,7,7,7,7,7,7,5,1,7,4,6
2015-08-11 07:22:40,2015-08-11 07:28:20,5m 40s,186783498,Firefox,Windows NT 6.1,,,,,3,6,7,6,,,,,,,,,3,6,6,6,,,,,,,,,,,,,1,1,,,,,,,4,5,4,5,3,5,2,1,7,4,4
2015-08-11 01:12:16,2015-08-11 01:16:20,4m 4s,185511815,Chrome,Windows NT 6.1,,,,,6,5,5,7,,,,,,,,,6,6,5,6,,,,,,,,,,,,,1,1,,,,,,,2,6,2,6,4,4,2,1,7,3,3
2015-08-10 19:28:02,2015-08-10 19:33:52,5m 50s,429953718,Firefox,Windows NT 6.3,6,6,6,6,,,,,,,,,,,,,6,6,6,6,,,,,,,,,,,,,1,1,,,,,,,6,6,6,6,6,6,4,1,7,4,3
2015-08-10 17:18:42,2015-08-10 17:29:07,10m 25s,169297358,Firefox,Windows NT 6.3,,,,,,,,,1,2,4,3,,,,,3,6,4,4,,,,,,,,,,,,,1,1,,,,,,,4,6,4,6,4,4,2,1,7,4,3
2015-08-10 16:45:31,2015-08-10 16:49:41,4m 10s,934128944,Firefox,Windows NT 6.3,,,,,,,,,4,5,7,7,,,,,,,,,,,,,,,,,6,6,7,7,1,1,,,,,,,6,6,7,7,6,6,5,1,6,4,2
2015-08-10 16:07:48,2015-08-10 16:26:17,18m 29s,390653210,Firefox,Windows NT 6.1,,,,,4,4,1,4,,,,,,,,,,,,,3,4,3,4,,,,,,,,,1,1,,,,,,,4,4,4,4,4,4,5,1,2,4,4
2015-08-10 16:06:44,2015-08-10 16:13:10,6m 26s,640729766,Firefox,Windows NT 10.0,,,,,,,,,,,,,4,7,5,7,,,,,,,,,,,,,5,7,5,7,1,1,,,,,,,4,5,4,6,5,7,2,1,7,4,2
2015-08-10 15:37:36,2015-08-10 15:48:19,10m 43s,234239709,Firefox,Windows NT 6.1,3,5,4,7,,,,,,,,,,,,,2,5,4,6,,,,,,,,,,,,,1,1,5,5,5,6,5,7,,,,,,,1,1,7,4,3
2015-08-10 13:54:00,2015-08-10 14:00:04,6m 4s,451657133,Chrome,Macintosh,,,,,2,3,5,5,,,,,,,,,,,,,1,2,5,6,,,,,,,,,1,1,1,3,2,6,2,6,,,,,,,2,1,7,4,3
2015-08-10 13:26:46,2015-08-10 13:33:56,7m 10s,176623398,Chrome,Windows NT 6.1,7,5,7,6,,,,,,,,,,,,,,,,,,,,,7,5,7,6,,,,,1,1,,,,,,,7,5,7,6,5,7,1,1,7,4,4
2015-08-10 13:03:31,2015-08-10 13:08:09,4m 38s,749909293,Firefox,Windows NT 6.3,,,,,,,,,,,,,3,6,6,7,,,,,3,6,6,6,,,,,,,,,1,1,,,,,,,7,6,7,6,7,6,2,1,7,3,5
2015-08-10 12:26:27,2015-08-10 14:46:06,2h 19m 39s,917652835,Firefox,Windows NT 6.1,,,,,,,,,4,2,6,6,,,,,4,5,6,7,,,,,,,,,,,,,1,1,7,6,7,7,7,6,,,,,,,1,1,7,3,3
2015-08-10 12:19:24,2015-08-10 12:22:53,3m 29s,605390540,Firefox,Macintosh,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,7,7,7,7,1,1,6,6,6,6,6,7,,,,,,,1,1,7,1,3
2015-08-10 12:09:16,2015-08-10 12:18:38,9m 22s,641482874,Chrome,Windows NT 6.1,,,,,5,5,4,6,,,,,,,,,,,,,,,,,,,,,6,6,5,6,1,1,,,,,,,5,5,5,6,5,6,5,1,4,4,5
2015-08-10 12:06:23,2015-08-10 12:14:33,8m 10s,202542235,Firefox,Windows NT 10.0,,,,,,,,,,,,,5,6,5,7,,,,,,,,,5,6,5,7,,,,,1,1,,,,,,,5,7,5,6,5,7,3,1,6,4,4
2015-08-10 11:43:28,2015-08-10 11:48:03,4m 35s,398529062,Chrome,Macintosh,,,,,3,6,6,6,,,,,,,,,3,6,6,6,,,,,,,,,,,,,1,1,6,4,6,6,6,7,,,,,,,4,1,7,4,2
2015-08-10 11:28:45,2015-08-10 11:36:07,7m 22s,439059518,Firefox,Windows NT 5.1,,,,,,,,,,,,,6,6,6,5,6,6,6,5,,,,,,,,,,,,,1,1,,,,,,,6,6,6,6,6,6,2,1,7,4,4
2015-08-10 11:17:07,2015-08-10 11:21:54,4m 47s,739947863,Chrome,Macintosh,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,7,1,1,,,,,,,5,6,5,6,4,4,1,1,7,4,3
2015-08-10 11:03:43,2015-08-10 11:08:19,4m 36s,250401012,Chrome,Windows NT 6.1,,,,,6,6,5,6,,,,,,,,,6,6,5,6,,,,,,,,,,,,,1,1,,,,,,,4,6,4,6,4,4,4,1,7,4,3
2015-08-10 11:03:21,2015-08-10 11:09:05,5m 44s,382408198,Firefox,Ubuntu,,,,,,,,,,,,,4,5,5,7,,,,,2,5,6,7,,,,,,,,,1,1,4,5,5,6,5,7,,,,,,,6,1,7,4,3
2015-08-10 10:52:39,2015-08-10 10:58:53,6m 14s,717475494,Firefox,Windows NT 6.3,,,,,,,,,,,,,6,6,7,6,,,,,6,5,7,6,,,,,,,,,1,1,,,,,,,5,4,5,5,5,6,2,1,7,4,3
2015-08-10 10:52:31,2015-08-10 10:56:34,4m 3s,434814271,Firefox,Windows NT 6.1,,,,,6,3,2,6,,,,,,,,,6,3,2,6,,,,,,,,,,,,,1,1,,,,,,,5,3,5,4,5,6,4,1,7,4,4
2015-08-10 10:50:25,2015-08-10 10:57:14,6m 49s,673863537,Firefox,Windows NT 6.3,,,,,,,,,2,5,6,6,,,,,2,5,6,6,,,,,,,,,,,,,1,1,2,5,2,6,2,6,,,,,,,1,1,7,4,3
2015-08-10 10:44:18,2015-08-10 10:50:46,6m 28s,447327862,Safari,Windows NT 6.1,,,,,,,,,,,,,6,6,6,6,,,,,,,,,,,,,6,6,6,6,1,1,5,5,6,6,6,6,,,,,,,2,1,7,3,5
2015-08-10 10:43:23,2015-08-10 10:49:03,5m 40s,421964374,Chrome,Windows NT 10.0,,,,,6,5,7,6,,,,,,,,,,,,,,,,,,,,,5,6,7,6,1,1,,,,,,,7,6,7,6,7,6,5,1,7,4,3
2015-08-10 10:43:19,2015-08-10 10:49:24,6m 5s,320496199,Chrome,Windows NT 6.1,,,,,,,,,7,6,5,6,,,,,,,,,,,,,,,,,7,6,5,6,1,1,5,5,5,6,4,4,,,,,,,5,1,7,4,2
2015-08-10 10:42:59,2015-08-10 10:48:19,5m 20s,562261097,Firefox,Windows NT 6.0,6,5,6,6,,,,,,,,,,,,,,,,,,,,,6,5,6,6,,,,,1,1,,,,,,,5,5,5,6,5,6,2,1,7,4,3
2015-08-10 10:41:44,2015-08-10 10:46:43,4m 59s,312937920,Firefox,Windows NT 6.1,6,5,6,6,,,,,,,,,,,,,4,6,6,6,,,,,,,,,,,,,1,1,,,,,,,3,4,3,6,3,7,2,2,7,4,5
2015-08-10 10:41:28,2015-08-10 10:45:13,3m 45s,961613066,Firefox,Windows NT 6.3,,,,,,,,,,,,,4,5,2,4,4,5,2,5,,,,,,,,,,,,,1,1,,,,,,,3,4,4,4,4,4,1,1,5,3,3
2015-08-10 10:40:41,2015-08-10 10:47:46,7m 5s,578015961,Firefox,Windows NT 5.1,,,,,,,,,4,1,5,3,,,,,4,5,4,6,,,,,,,,,,,,,1,1,2,5,2,6,2,7,,,,,,,1,1,5,4,5
2015-08-10 10:39:10,2015-08-10 10:45:22,6m 12s,628767555,Chrome,Windows NT 6.1,7,4,3,6,,,,,,,,,,,,,,,,,6,7,5,7,,,,,,,,,1,1,6,3,7,6,7,7,,,,,,,2,1,7,4,3
2015-08-10 08:38:20,2015-08-10 08:44:28,6m 8s,836295395,Chrome,Macintosh,,,,,,,,,4,3,6,6,,,,,,,,,,,,,5,4,6,6,,,,,1,1,6,6,6,6,7,7,,,,,,,1,2,7,1,3
2015-08-10 08:05:26,2015-08-10 08:11:20,5m 54s,609540007,Firefox,Windows NT 6.1,,,,,5,6,5,5,,,,,,,,,,,,,,,,,5,6,5,6,,,,,1,1,5,5,5,6,5,6,,,,,,,5,1,7,3,4
2015-08-10 07:33:41,2015-08-10 07:36:56,3m 15s,215573848,Chrome,Windows NT 6.1,,,,,6,6,6,6,,,,,,,,,,,,,6,6,6,6,,,,,,,,,1,1,5,5,6,6,4,4,,,,,,,1,1,6,1,4
2015-08-10 07:30:36,2015-08-10 07:35:52,5m 16s,990217970,Chrome,Windows NT 6.1,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,1,1,5,6,4,4,4,4,,,,,,,6,1,7,4,4
2015-08-10 07:16:31,2015-08-10 07:23:53,7m 22s,311002650,Chrome,Windows NT 10.0,,,,,4,6,6,7,,,,,,,,,,,,,6,7,6,7,,,,,,,,,1,1,,,,,,,6,5,4,4,4,4,2,1,6,1,4
2015-08-10 07:14:14,2015-08-10 07:18:39,4m 25s,483705392,Chrome,Windows NT 10.0,,,,,,,,,6,6,6,6,,,,,2,2,6,6,,,,,,,,,,,,,1,1,,,,,,,5,5,6,6,1,1,2,1,6,3,6
2015-08-10 07:12:57,2015-08-10 07:21:22,8m 25s,404073202,Firefox,Windows NT 10.0,6,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,1,1,,,,,,,6,5,6,6,6,6,2,2,7,1,3
2015-08-10 07:08:17,2015-08-10 07:15:36,7m 19s,995008113,Chrome,Windows NT 5.1,,,,,,,,,,,,,4,5,6,5,,,,,,,,,3,5,6,6,,,,,1,1,4,5,5,6,2,1,,,,,,,2,1,6,4,3
2015-08-10 03:12:53,2015-08-10 03:19:12,6m 19s,628871603,Mozilla,iPad,,,,,,,,,5,6,6,6,,,,,7,7,6,6,,,,,,,,,,,,,1,1,,,,,,,6,6,6,6,6,6,7,1,6,4,4
2015-08-09 23:14:17,2015-08-09 23:24:43,10m 26s,553578308,Safari,Macintosh,,,,,,,,,3,4,2,5,,,,,,,,,3,5,2,5,,,,,,,,,1,1,,,,,,,3,4,3,4,3,4,1,2,7,5,3
2015-08-09 20:44:25,2015-08-09 20:48:05,3m 40s,992185737,Firefox,Macintosh,,,,,7,6,7,5,,,,,,,,,,,,,,,,,,,,,7,7,7,6,1,1,4,4,4,7,4,6,,,,,,,1,1,7,3,3
2015-08-09 18:31:17,2015-08-09 18:34:58,3m 41s,778645036,Chrome,Windows NT 6.1,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,6,1,1,6,6,6,6,1,1,,,,,,,1,1,6,1,5
2015-08-09 18:11:41,2015-08-09 18:16:34,4m 53s,751769980,Safari iPhone,iPhone,,,,,,,,,,,,,7,7,6,6,,,,,,,,,,,,,6,6,6,6,1,1,6,6,6,6,6,6,,,,,,,7,1,7,1,3
2015-08-09 18:09:09,2015-08-09 18:19:41,10m 32s,669710832,Safari,Macintosh,,,,,2,4,3,4,,,,,,,,,,,,,,,,,2,4,3,5,,,,,1,1,4,4,4,4,4,4,,,,,,,2,1,6,4,3
2015-08-09 17:49:21,2015-08-09 17:54:28,5m 7s,131379505,Chrome,Macintosh,5,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,7,1,1,,,,,,,6,6,6,6,6,6,2,2,7,3,3
2015-08-09 17:47:27,2015-08-09 17:53:47,6m 20s,483419572,Firefox,Windows NT 6.1,7,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,1,1,,,,,,,7,5,7,7,7,7,2,1,7,4,2
2015-08-09 17:45:43,2015-08-09 18:03:15,17m 32s,481565862,Chrome,Macintosh,,,,,3,2,6,6,,,,,,,,,3,3,5,6,,,,,,,,,,,,,1,1,,,,,,,6,6,5,5,6,6,1,1,6,3,3
2015-08-09 17:36:16,2015-08-09 17:42:58,6m 42s,186376800,Safari,Macintosh,,,,,,,,,,,,,6,5,6,1,,,,,6,1,6,1,,,,,,,,,1,1,3,1,3,2,3,6,,,,,,,2,2,6,2,5
2015-08-09 17:24:57,2015-08-09 17:29:53,4m 56s,457060327,Safari iPhone,iPhone,,,,,6,6,6,6,,,,,,,,,,,,,,,,,6,6,6,6,,,,,1,1,,,,,,,6,6,6,6,6,6,7,1,7,4,3
2015-08-09 17:17:17,2015-08-09 17:23:47,6m 30s,719820139,Safari,Macintosh,,,,,,,,,,,,,5,4,6,3,,,,,,,,,,,,,5,5,6,6,1,1,,,,,,,4,3,6,6,6,7,2,2,7,4,4
2015-08-09 16:59:26,2015-08-09 17:07:58,8m 32s,585952021,Firefox,Windows NT 6.1,4,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,6,1,1,6,6,6,6,6,7,,,,,,,1,1,6,3,4
2015-08-09 16:56:11,2015-08-09 17:01:45,5m 34s,368285746,Firefox,Ubuntu,,,,,,,,,7,6,5,5,,,,,,,,,6,6,6,6,,,,,,,,,1,1,6,6,6,6,6,6,,,,,,,6,1,7,3,3
2015-08-09 16:35:29,2015-08-09 20:19:20,3h 43m 51s,177108190,Safari,Macintosh,6,4,6,6,,,,,,,,,,,,,,,,,6,4,6,5,,,,,,,,,1,1,4,4,4,5,4,6,,,,,,,4,1,7,3,4
2015-08-09 16:35:24,2015-08-09 16:39:03,3m 39s,900498079,Chrome,Windows NT 6.1,,,,,,,,,2,1,5,6,,,,,,,,,1,1,5,6,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,2,1,7,4,4
2015-08-09 16:26:59,2015-08-09 16:34:10,7m 11s,638006546,Chrome,Windows NT 6.1,,,,,,,,,,,,,5,5,6,6,5,6,6,6,,,,,,,,,,,,,1,1,5,6,6,6,4,4,,,,,,,2,1,7,3,3
2015-08-09 16:08:00,2015-08-09 16:12:40,4m 40s,513390196,Mozilla,iPhone,,,,,,,,,,,,,3,4,6,6,,,,,,,,,3,6,6,6,,,,,1,1,,,,,,,6,6,6,6,6,6,7,1,6,1,4
2015-08-09 14:54:59,2015-08-09 15:04:18,9m 19s,985391014,Safari iPhone,iPhone,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,1,1,,,,,,,4,6,4,6,4,6,4,1,7,3,3